""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_4498"	360	421	247	611	576	430	195	"    98.73"	"    64.76"	"    45.26"	"   201.30"	"   104.62"	"    77.03"	"    54.97"	" 6.64"	" 6.04"	" 5.53"	" 7.66"	" 6.72"	" 6.29"	" 5.81"	"Tery_4498"	"gene4542"	"CDS"	6940571	6944248	"+"	"CP000393.1"	"Na-Ca exchanger/integrin-beta4"	"PFAM: Na-Ca exchanger/integrin-beta4 peptidase-like FG-GAP~KEGG: ava:Ava_0582 integrins alpha chain"	"InterPro:IPR003644,InterPro:IPR007280,InterPro:IPR013517,NCBI_GP:ABG53484.1"
"Tery_4499"	15	10	14	13	12	10	6	"     4.11"	"     1.54"	"     2.57"	"     4.28"	"     2.18"	"     1.79"	"     1.69"	" 2.35"	" 1.34"	" 1.83"	" 2.40"	" 1.67"	" 1.48"	" 1.43"	"Tery_4499"	"gene4543"	"CDS"	6944946	6946148	"-"	"CP000393.1"	"peptidase U32"	"PFAM: peptidase U32~KEGG: fnu:FN1826 protease"	"InterPro:IPR001539,NCBI_GP:ABG53485.1"
"Tery_4500"	433	958	566	411	841	507	400	"   118.75"	"   147.37"	"   103.71"	"   135.41"	"   152.75"	"    90.82"	"   112.75"	" 6.90"	" 7.21"	" 6.71"	" 7.09"	" 7.26"	" 6.52"	" 6.83"	"Tery_4500"	"gene4544"	"CDS"	6946280	6947062	"+"	"CP000393.1"	"protein of unknown function DUF820"	"PFAM: protein of unknown function DUF820~KEGG: gvi:gll1414 hypothetical protein"	"InterPro:IPR008538,NCBI_GP:ABG53486.1"
"Tery_4501"	119	259	224	79	208	110	142	"    32.64"	"    39.84"	"    41.04"	"    26.03"	"    37.78"	"    19.71"	"    40.03"	" 5.07"	" 5.35"	" 5.39"	" 4.76"	" 5.28"	" 4.37"	" 5.36"	"Tery_4501"	"gene4545"	"CDS"	6947456	6947698	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53487.1"
"Tery_4502"	135	307	233	143	289	226	174	"    37.02"	"    47.23"	"    42.69"	"    47.11"	"    52.49"	"    40.49"	"    49.05"	" 5.25"	" 5.59"	" 5.45"	" 5.59"	" 5.74"	" 5.37"	" 5.65"	"Tery_4502"	"gene4546"	"CDS"	6948444	6948929	"-"	"CP000393.1"	"4-hydroxybenzoyl-CoA thioesterase"	"TIGRFAM: 4-hydroxybenzoyl-CoA thioesterase~PFAM: thioesterase superfamily~KEGG: ana:alr4079 hypothetical protein"	"InterPro:IPR006683,InterPro:IPR006684,InterPro:IPR008272,NCBI_GP:ABG53488.1"
"Tery_4503"	2638	5943	4478	1460	2359	5054	2402	"   723.47"	"   914.21"	"   820.51"	"   481.02"	"   428.46"	"   905.38"	"   677.09"	" 9.50"	" 9.84"	" 9.68"	" 8.91"	" 8.75"	" 9.82"	" 9.41"	"Tery_4503"	"gene4547"	"CDS"	6949035	6949877	"+"	"CP000393.1"	"UspA"	"PFAM: UspA~KEGG: ava:Ava_4486 UspA"	"InterPro:IPR006015,InterPro:IPR006016,NCBI_GP:ABG53489.1"
"Tery_4504"	196	297	194	157	291	302	153	"    53.75"	"    45.69"	"    35.55"	"    51.73"	"    52.85"	"    54.10"	"    43.13"	" 5.77"	" 5.54"	" 5.19"	" 5.72"	" 5.75"	" 5.78"	" 5.46"	"Tery_4504"	"gene4548"	"CDS"	6950596	6950904	"-"	"CP000393.1"	"ferredoxin"	"PFAM: ferredoxin~KEGG: tel:tll1529 probable ferredoxin"	"InterPro:IPR001041,NCBI_GP:ABG53490.1"
"Tery_4505"	1227	1775	1463	1045	1684	1659	1014	"   336.50"	"   273.05"	"   268.07"	"   344.29"	"   305.86"	"   297.19"	"   285.83"	" 8.40"	" 8.10"	" 8.07"	" 8.43"	" 8.26"	" 8.22"	" 8.16"	"Tery_4505"	"gene4549"	"CDS"	6951779	6954697	"-"	"CP000393.1"	"outer membrane efflux protein"	"PFAM: outer membrane efflux protein~KEGG: ava:Ava_1015 outer membrane efflux protein"	"InterPro:IPR003423,NCBI_GP:ABG53491.1"
"Tery_4506"	79	177	162	80	173	140	108	"    21.67"	"    27.23"	"    29.68"	"    26.36"	"    31.42"	"    25.08"	"    30.44"	" 4.50"	" 4.82"	" 4.94"	" 4.77"	" 5.02"	" 4.70"	" 4.97"	"Tery_4506"	"gene4550"	"CDS"	6955395	6955958	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53492.1"
"Tery_4507"	158	328	231	149	260	348	178	"    43.33"	"    50.46"	"    42.33"	"    49.09"	"    47.22"	"    62.34"	"    50.18"	" 5.47"	" 5.69"	" 5.44"	" 5.65"	" 5.59"	" 5.99"	" 5.68"	"Tery_4507"	"gene4551"	"CDS"	6956263	6957633	"-"	"CP000393.1"	"protein of unknown function DUF512"	"PFAM: protein of unknown function DUF512~KEGG: ana:all1211 hypothetical protein"	"InterPro:IPR007549,NCBI_GP:ABG53493.1"
"Tery_4509"	2938	5949	5197	2861	4610	7943	3694	"   805.75"	"   915.13"	"   952.26"	"   942.61"	"   837.31"	"  1422.92"	"  1041.29"	" 9.66"	" 9.84"	" 9.90"	" 9.88"	" 9.71"	"10.48"	"10.03"	"Tery_4509"	"gene4553"	"CDS"	6958498	6960591	"-"	"CP000393.1"	"translation elongation factor 2 (EF-2/EF-G)"	"TIGRFAM: translation elongation factor G  small GTP-binding protein~PFAM: elongation factor G-like protein synthesis factor%2C GTP-binding  elongation factor Tu%2C domain 2 elongation factor G%2C domain IV~KEGG: syn:slr1463 elongation factor EF-G 1"	"InterPro:IPR000640,InterPro:IPR000795,InterPro:IPR004161,InterPro:IPR004540,InterPro:IPR005225,InterPro:IPR005517,NCBI_GP:ABG53494.1"
"Tery_4510"	22	20	19	13	25	8	14	"     6.03"	"     3.08"	"     3.48"	"     4.28"	"     4.54"	"     1.43"	"     3.95"	" 2.81"	" 2.03"	" 2.16"	" 2.40"	" 2.47"	" 1.28"	" 2.31"	"Tery_4510"	"gene4554"	"CDS"	6962273	6962434	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53495.1"
"Tery_4511"	1351	3037	2309	1449	2450	3356	1356	"   370.51"	"   467.18"	"   423.08"	"   477.40"	"   444.99"	"   601.20"	"   382.24"	" 8.54"	" 8.87"	" 8.73"	" 8.90"	" 8.80"	" 9.23"	" 8.58"	"Tery_4511"	"gene4555"	"CDS"	6962470	6963432	"+"	"CP000393.1"	"glutathione S-transferase-like"	"PFAM: glutathione S-transferase-like~KEGG: gvi:glr3374 putative glutathione S-transferase"	"InterPro:IPR004046,NCBI_GP:ABG53496.1"
"Tery_4512"	33	60	62	25	60	37	39	"     9.05"	"     9.23"	"    11.36"	"     8.24"	"    10.90"	"     6.63"	"    10.99"	" 3.33"	" 3.35"	" 3.63"	" 3.21"	" 3.57"	" 2.93"	" 3.58"	"Tery_4512"	"gene4556"	"CDS"	6964049	6964318	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53497.1"
"Tery_4513"	110	276	282	107	290	183	207	"    30.17"	"    42.46"	"    51.67"	"    35.25"	"    52.67"	"    32.78"	"    58.35"	" 4.96"	" 5.44"	" 5.72"	" 5.18"	" 5.75"	" 5.08"	" 5.89"	"Tery_4513"	"gene4557"	"CDS"	6964326	6964580	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53498.1"
"Tery_4514"	183	347	237	152	220	349	175	"    50.19"	"    53.38"	"    43.43"	"    50.08"	"    39.96"	"    62.52"	"    49.33"	" 5.68"	" 5.76"	" 5.47"	" 5.67"	" 5.36"	" 5.99"	" 5.65"	"Tery_4514"	"gene4558"	"CDS"	6965009	6965869	"-"	"CP000393.1"	"extracellular solute-binding protein%2C family 3"	"PFAM: extracellular solute-binding protein%2C family 3~KEGG: syn:slr0341 putative polar amino acid transport system substrate-binding protein"	"InterPro:IPR001311,InterPro:IPR001638,NCBI_GP:ABG53499.1"
"Tery_4515"	507	662	514	573	561	709	421	"   139.04"	"   101.83"	"    94.18"	"   188.78"	"   101.89"	"   127.01"	"   118.67"	" 7.13"	" 6.68"	" 6.57"	" 7.57"	" 6.69"	" 7.00"	" 6.90"	"Tery_4515"	"gene4559"	"CDS"	6965887	6967656	"-"	"CP000393.1"	"Carbohydrate-selective porin OprB"	"PFAM: S-layer-like region Carbohydrate-selective porin OprB~KEGG: ava:Ava_4059 S-layer region-like"	"InterPro:IPR001119,InterPro:IPR007049,NCBI_GP:ABG53500.1"
"Tery_4516"	180	337	343	78	203	192	211	"    49.37"	"    51.84"	"    62.85"	"    25.70"	"    36.87"	"    34.40"	"    59.48"	" 5.65"	" 5.72"	" 6.00"	" 4.74"	" 5.24"	" 5.15"	" 5.92"	"Tery_4516"	"gene4560"	"CDS"	6968568	6970028	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syd:Syncc9605_2136 hypothetical protein"	"NCBI_GP:ABG53501.1"
"Tery_4518"	325	605	616	353	576	770	331	"    89.13"	"    93.07"	"   112.87"	"   116.30"	"   104.62"	"   137.94"	"    93.30"	" 6.49"	" 6.56"	" 6.83"	" 6.87"	" 6.72"	" 7.12"	" 6.56"	"Tery_4518"	"gene4562"	"CDS"	6972389	6973681	"-"	"CP000393.1"	"C-terminal processing peptidase-2. Serine peptidase. MEROPS family S41A"	"KEGG: ana:all2500 carboxyl-terminal protease~TIGRFAM: carboxyl-terminal protease~PFAM: PDZ/DHR/GLGF  peptidase S41"	"InterPro:IPR001478,InterPro:IPR004447,InterPro:IPR005151,NCBI_GP:ABG53502.1"
"Tery_4520"	32	66	36	19	43	34	28	"     8.78"	"    10.15"	"     6.60"	"     6.26"	"     7.81"	"     6.09"	"     7.89"	" 3.29"	" 3.48"	" 2.93"	" 2.86"	" 3.14"	" 2.83"	" 3.15"	"Tery_4520"	"gene4564"	"CDS"	6975491	6975766	"-"	"CP000393.1"	"reverse transcriptase-like"	"KEGG: ana:alr8560 reverse transcriptase homolog"	"InterPro:IPR000477,NCBI_GP:ABG53503.1"
"Tery_4522"	1401	2980	2353	1270	2442	2494	1451	"   384.22"	"   458.41"	"   431.15"	"   418.42"	"   443.54"	"   446.78"	"   409.02"	" 8.59"	" 8.84"	" 8.76"	" 8.71"	" 8.80"	" 8.81"	" 8.68"	"Tery_4522"	"gene4566"	"CDS"	6977513	6978733	"-"	"CP000393.1"	"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase"	"KEGG: ana:all2501 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase~TIGRFAM: 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase~PFAM: IspG protein"	"InterPro:IPR004588,NCBI_GP:ABG53504.1"
"Tery_4524"	673	1220	1689	769	1858	889	1568	"   184.57"	"   187.67"	"   309.48"	"   253.36"	"   337.46"	"   159.26"	"   442.00"	" 7.54"	" 7.56"	" 8.28"	" 7.99"	" 8.40"	" 7.32"	" 8.79"	"Tery_4524"	"gene4568"	"CDS"	6980791	6981576	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53505.1"
"Tery_4525"	185	280	239	141	301	266	121	"    50.74"	"    43.07"	"    43.79"	"    46.45"	"    54.67"	"    47.65"	"    34.11"	" 5.69"	" 5.46"	" 5.49"	" 5.57"	" 5.80"	" 5.60"	" 5.13"	"Tery_4525"	"gene4569"	"CDS"	6982398	6983411	"+"	"CP000393.1"	"DNA-cytosine methyltransferase"	"KEGG: ngo:NGO1894 putative 5-methylcytosine methyltransferase~TIGRFAM: DNA-cytosine methyltransferase~PFAM: C-5 cytosine-specific DNA methylase"	"InterPro:IPR001525,NCBI_GP:ABG53506.1"
"Tery_4526"	148	275	256	122	255	189	171	"    40.59"	"    42.30"	"    46.91"	"    40.20"	"    46.32"	"    33.86"	"    48.20"	" 5.38"	" 5.44"	" 5.58"	" 5.36"	" 5.56"	" 5.12"	" 5.62"	"Tery_4526"	"gene4570"	"CDS"	6983421	6984437	"+"	"CP000393.1"	"Type II site-specific deoxyribonuclease"	"PFAM: BsuBIPstI restriction endonuclease-like~KEGG: nmu:NmulC_2785 BsuBI/PstI restriction endonuclease%2C C-terminal"	"InterPro:IPR009528,NCBI_GP:ABG53507.1"
"Tery_4528"	11	13	11	5	28	12	9	"     3.02"	"     2.00"	"     2.02"	"     1.65"	"     5.09"	"     2.15"	"     2.54"	" 2.01"	" 1.58"	" 1.59"	" 1.40"	" 2.61"	" 1.66"	" 1.82"	"Tery_4528"	"gene4572"	"CDS"	6985955	6986332	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53508.1"
"Tery_4529"	82	126	73	106	106	141	54	"    22.49"	"    19.38"	"    13.38"	"    34.92"	"    19.25"	"    25.26"	"    15.22"	" 4.55"	" 4.35"	" 3.85"	" 5.17"	" 4.34"	" 4.71"	" 4.02"	"Tery_4529"	"gene4573"	"CDS"	6986412	6989426	"-"	"CP000393.1"	"UvrA family protein"	"TIGRFAM: excinuclease ABC%2C A subunit~PFAM: ABC transporter related~KEGG: ava:Ava_3591 excinuclease ABC subunit A"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR004602,NCBI_GP:ABG53509.1"
"Tery_4530"	16	16	19	7	12	13	18	"     4.39"	"     2.46"	"     3.48"	"     2.31"	"     2.18"	"     2.33"	"     5.07"	" 2.43"	" 1.79"	" 2.16"	" 1.73"	" 1.67"	" 1.74"	" 2.60"	"Tery_4530"	"gene4574"	"CDS"	6990560	6991048	"+"	"CP000393.1"	"protein of unknown function DUF820"	"PFAM: protein of unknown function DUF820~KEGG: mta:Moth_0763 protein of unknown function DUF820"	"InterPro:IPR008538,NCBI_GP:ABG53510.1"
"Tery_4531"	283	635	488	297	626	425	298	"    77.61"	"    97.68"	"    89.42"	"    97.85"	"   113.70"	"    76.13"	"    84.00"	" 6.30"	" 6.62"	" 6.50"	" 6.63"	" 6.84"	" 6.27"	" 6.41"	"Tery_4531"	"gene4575"	"CDS"	6991144	6991365	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr7127 unknown protein"	"NCBI_GP:ABG53511.1"
"Tery_4532"	1527	2549	2607	1372	2400	2380	1651	"   418.78"	"   392.11"	"   477.69"	"   452.03"	"   435.91"	"   426.36"	"   465.39"	" 8.71"	" 8.62"	" 8.90"	" 8.82"	" 8.77"	" 8.74"	" 8.87"	"Tery_4532"	"gene4576"	"CDS"	6991777	6992673	"-"	"CP000393.1"	"Rhodanese-like"	"PFAM: Rhodanese-like~KEGG: rpb:RPB_0306 rhodanese-like"	"InterPro:IPR001763,NCBI_GP:ABG53512.1"
"Tery_4533"	317	560	474	285	566	463	278	"    86.94"	"    86.14"	"    86.85"	"    93.90"	"   102.80"	"    82.94"	"    78.36"	" 6.46"	" 6.45"	" 6.46"	" 6.57"	" 6.70"	" 6.39"	" 6.31"	"Tery_4533"	"gene4577"	"CDS"	6994503	6995267	"-"	"CP000393.1"	"Superoxide dismutase"	"PFAM: manganese and iron superoxide dismutase~KEGG: ana:all0070 superoxide dismutase"	"InterPro:IPR001189,NCBI_GP:ABG53513.1"
"Tery_4534"	279	409	392	199	434	255	224	"    76.52"	"    62.92"	"    71.83"	"    65.56"	"    78.83"	"    45.68"	"    63.14"	" 6.28"	" 6.00"	" 6.19"	" 6.06"	" 6.32"	" 5.54"	" 6.00"	"Tery_4534"	"gene4578"	"CDS"	6995363	6996010	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: gvi:gll2617 hypothetical protein"	"NCBI_GP:ABG53514.1"
"Tery_4535"	2533	4028	3774	1857	3848	2850	2215	"   694.68"	"   619.62"	"   691.52"	"   611.82"	"   698.90"	"   510.55"	"   624.38"	" 9.44"	" 9.28"	" 9.44"	" 9.26"	" 9.45"	" 9.00"	" 9.29"	"Tery_4535"	"gene4579"	"CDS"	6997007	6998191	"-"	"CP000393.1"	"aldo/keto reductase"	"PFAM: aldo/keto reductase~KEGG: ana:alr2759 hypothetical protein"	"InterPro:IPR001395,NCBI_GP:ABG53515.1"
"Tery_4536"	1765	3096	2100	1500	2647	2899	1499	"   484.05"	"   476.25"	"   384.79"	"   494.20"	"   480.77"	"   519.33"	"   422.55"	" 8.92"	" 8.90"	" 8.59"	" 8.95"	" 8.91"	" 9.02"	" 8.73"	"Tery_4536"	"gene4580"	"CDS"	6998234	6998722	"-"	"CP000393.1"	"Pathogenesis-related transcriptional factor and ERF"	"PFAM: Pathogenesis-related transcriptional factor and ERF~KEGG: sha:SH2380 hypothetical protein"	"InterPro:IPR001471,NCBI_GP:ABG53516.1"
"Tery_4537"	427	640	527	589	744	1037	446	"   117.10"	"    98.45"	"    96.56"	"   194.06"	"   135.13"	"   185.77"	"   125.72"	" 6.88"	" 6.64"	" 6.61"	" 7.61"	" 7.09"	" 7.55"	" 6.99"	"Tery_4537"	"gene4581"	"CDS"	7000589	7001437	"-"	"CP000393.1"	"3-deoxy-D-arabinoheptulosonate-7-phosphate synthase"	"KEGG: ava:Ava_0861 3-deoxy-7-phosphoheptulonate synthase~TIGRFAM: phospho-2-dehydro-3-deoxyheptonate aldolase~PFAM: DAHP synthetase I/KDSA"	"InterPro:IPR006218,InterPro:IPR006268,NCBI_GP:ABG53517.1"
"Tery_4538"	162	382	304	150	254	348	161	"    44.43"	"    58.76"	"    55.70"	"    49.42"	"    46.13"	"    62.34"	"    45.38"	" 5.51"	" 5.90"	" 5.83"	" 5.66"	" 5.56"	" 5.99"	" 5.54"	"Tery_4538"	"gene4582"	"CDS"	7002260	7003756	"-"	"CP000393.1"	"Deoxyribodipyrimidine photo-lyase type I"	"PFAM: DNA photolyase%2C FAD-binding  DNA photolyase-like~KEGG: gvi:glr0835 probable bacterial cryptochrome"	"InterPro:IPR002081,InterPro:IPR005101,InterPro:IPR006050,InterPro:IPR006051,NCBI_GP:ABG53518.1"
"Tery_4539"	391	1017	853	384	713	1211	522	"   107.23"	"   156.44"	"   156.30"	"   126.52"	"   129.50"	"   216.94"	"   147.14"	" 6.76"	" 7.30"	" 7.30"	" 6.99"	" 7.03"	" 7.77"	" 7.21"	"Tery_4539"	"gene4583"	"CDS"	7005014	7005349	"+"	"CP000393.1"	"ferredoxin (2Fe-2S)"	"TIGRFAM: ferredoxin [2Fe-2S]~PFAM: ferredoxin~KEGG: ava:Ava_0568 ferredoxin (2Fe-2S)"	"InterPro:IPR001041,InterPro:IPR006058,InterPro:IPR010241,NCBI_GP:ABG53519.1"
"Tery_4540"	1088	2467	1981	758	1681	2003	1156	"   298.38"	"   379.50"	"   362.98"	"   249.74"	"   305.32"	"   358.82"	"   325.86"	" 8.23"	" 8.57"	" 8.51"	" 7.97"	" 8.26"	" 8.49"	" 8.35"	"Tery_4540"	"gene4584"	"CDS"	7005578	7005775	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syn:ssr2130 hypothetical protein"	"NCBI_GP:ABG53520.1"
"Tery_4542"	7	5	9	6	5	5	1	"     1.92"	"     0.77"	"     1.65"	"     1.98"	"     0.91"	"     0.90"	"     0.28"	" 1.55"	" 0.82"	" 1.41"	" 1.57"	" 0.93"	" 0.92"	" 0.36"	"Tery_4542"	"gene4586"	"CDS"	7007136	7007270	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: pcu:pc1275 hypothetical protein"	"NCBI_GP:ABG53522.1"
"Tery_4543"	19	46	53	19	34	29	29	"     5.21"	"     7.08"	"     9.71"	"     6.26"	"     6.18"	"     5.20"	"     8.17"	" 2.63"	" 3.01"	" 3.42"	" 2.86"	" 2.84"	" 2.63"	" 3.20"	"Tery_4543"	"gene4587"	"CDS"	7007538	7008296	"+"	"CP000393.1"	"short-chain dehydrogenase/reductase SDR"	"PFAM: short-chain dehydrogenase/reductase SDR~KEGG: sru:SRU_2681 NAD dependent epimerase/dehydratase family"	"InterPro:IPR002198,InterPro:IPR002347,InterPro:IPR002424,NCBI_GP:ABG53523.1"
"Tery_4550"	13	7	12	6	9	8	7	"     3.57"	"     1.08"	"     2.20"	"     1.98"	"     1.63"	"     1.43"	"     1.97"	" 2.19"	" 1.05"	" 1.68"	" 1.57"	" 1.40"	" 1.28"	" 1.57"	"Tery_4550"	"gene4594"	"CDS"	7012199	7013062	"-"	"CP000393.1"	"protein of unknown function DUF323"	"PFAM: protein of unknown function DUF323~KEGG: ana:all3226 hypothetical protein"	"InterPro:IPR005532,NCBI_GP:ABG53529.1"
"Tery_4566"	162	309	287	153	328	170	180	"    44.43"	"    47.53"	"    52.59"	"    50.41"	"    59.57"	"    30.45"	"    50.74"	" 5.51"	" 5.60"	" 5.74"	" 5.68"	" 5.92"	" 4.98"	" 5.69"	"Tery_4566"	"gene4610"	"CDS"	7024323	7025330	"-"	"CP000393.1"	"protein of unknown function DUF187"	"PFAM: protein of unknown function DUF187~KEGG: ana:alr5270 hypothetical protein"	"InterPro:IPR003790,NCBI_GP:ABG53542.1"
"Tery_4567"	247	448	340	307	464	666	273	"    67.74"	"    68.92"	"    62.30"	"   101.15"	"    84.28"	"   119.31"	"    76.95"	" 6.10"	" 6.13"	" 5.98"	" 6.67"	" 6.41"	" 6.91"	" 6.28"	"Tery_4567"	"gene4611"	"CDS"	7025685	7026989	"-"	"CP000393.1"	"homoserine dehydrogenase"	"PFAM: homoserine dehydrogenase amino acid-binding ACT  homoserine dehydrogenase%2C NAD-binding~KEGG: ana:all4120 homoserine dehydrogenase"	"InterPro:IPR001342,InterPro:IPR002912,InterPro:IPR005106,NCBI_GP:ABG53543.1"
"Tery_4568"	15	32	34	15	40	27	9	"     4.11"	"     4.92"	"     6.23"	"     4.94"	"     7.27"	"     4.84"	"     2.54"	" 2.35"	" 2.57"	" 2.85"	" 2.57"	" 3.05"	" 2.55"	" 1.82"	"Tery_4568"	"gene4612"	"CDS"	7027790	7028110	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53544.1"
"Tery_4569"	169	203	200	151	263	256	116	"    46.35"	"    31.23"	"    36.65"	"    49.75"	"    47.77"	"    45.86"	"    32.70"	" 5.57"	" 5.01"	" 5.23"	" 5.67"	" 5.61"	" 5.55"	" 5.07"	"Tery_4569"	"gene4613"	"CDS"	7028526	7029737	"-"	"CP000393.1"	"protein of unknown function DUF482"	"PFAM: protein of unknown function DUF482~KEGG: ava:Ava_0804 protein of unknown function DUF482"	"InterPro:IPR007434,NCBI_GP:ABG53545.1"
"Tery_4570"	71	160	127	97	133	121	78	"    19.47"	"    24.61"	"    23.27"	"    31.96"	"    24.16"	"    21.68"	"    21.99"	" 4.36"	" 4.68"	" 4.60"	" 5.04"	" 4.65"	" 4.50"	" 4.52"	"Tery_4570"	"gene4614"	"CDS"	7030421	7031815	"-"	"CP000393.1"	"Amidohydrolase 3"	"PFAM: amidohydrolase  Amidohydrolase 3~KEGG: cyb:CYB_1063 amidohydrolase family protein"	"InterPro:IPR006680,InterPro:IPR013108,NCBI_GP:ABG53546.1"
"Tery_4571"	566	1557	1197	589	850	1893	797	"   155.23"	"   239.51"	"   219.33"	"   194.06"	"   154.38"	"   339.11"	"   224.66"	" 7.29"	" 7.91"	" 7.78"	" 7.61"	" 7.28"	" 8.41"	" 7.82"	"Tery_4571"	"gene4615"	"CDS"	7031877	7032635	"+"	"CP000393.1"	"protein of unknown function DUF561"	"PFAM: protein of unknown function DUF561~KEGG: ana:all3013 hypothetical protein"	"InterPro:IPR007570,NCBI_GP:ABG53547.1"
"Tery_4572"	122	185	191	105	147	155	111	"    33.46"	"    28.46"	"    35.00"	"    34.59"	"    26.70"	"    27.77"	"    31.29"	" 5.11"	" 4.88"	" 5.17"	" 5.15"	" 4.79"	" 4.85"	" 5.01"	"Tery_4572"	"gene4616"	"CDS"	7033113	7036100	"+"	"CP000393.1"	"peptidase M23B"	"PFAM: peptidase M23B  peptidase-like~KEGG: ava:Ava_1636 peptidase"	"InterPro:IPR002886,InterPro:IPR007280,NCBI_GP:ABG53548.1"
"Tery_4573"	110	211	159	96	164	168	103	"    30.17"	"    32.46"	"    29.13"	"    31.63"	"    29.79"	"    30.10"	"    29.03"	" 4.96"	" 5.06"	" 4.91"	" 5.03"	" 4.94"	" 4.96"	" 4.91"	"Tery_4573"	"gene4617"	"CDS"	7037039	7037899	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3598 hypothetical protein"	"NCBI_GP:ABG53549.1"
"Tery_4574"	27	49	37	20	29	54	19	"     7.40"	"     7.54"	"     6.78"	"     6.59"	"     5.27"	"     9.67"	"     5.36"	" 3.07"	" 3.09"	" 2.96"	" 2.92"	" 2.65"	" 3.42"	" 2.67"	"Tery_4574"	"gene4618"	"CDS"	7037993	7039072	"+"	"CP000393.1"	"HI0933-like protein"	"PFAM: HI0933-like protein~KEGG: ava:Ava_3599 FAD dependent oxidoreductase"	"InterPro:IPR000205,InterPro:IPR000759,InterPro:IPR004792,NCBI_GP:ABG53550.1"
"Tery_4575"	17	30	27	9	25	23	18	"     4.66"	"     4.61"	"     4.95"	"     2.97"	"     4.54"	"     4.12"	"     5.07"	" 2.50"	" 2.49"	" 2.57"	" 1.99"	" 2.47"	" 2.36"	" 2.60"	"Tery_4575"	"gene4619"	"CDS"	7039862	7040296	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syw:SYNW0430 hypothetical protein"	"NCBI_GP:ABG53551.1"
"Tery_4576"	33	41	65	18	43	44	27	"     9.05"	"     6.31"	"    11.91"	"     5.93"	"     7.81"	"     7.88"	"     7.61"	" 3.33"	" 2.87"	" 3.69"	" 2.79"	" 3.14"	" 3.15"	" 3.11"	"Tery_4576"	"gene4620"	"CDS"	7040951	7041754	"-"	"CP000393.1"	"MOSC domain containing protein"	"PFAM: MOSC domain containing protein~KEGG: rpa:RPA4434 MOSC domain"	"InterPro:IPR005302,NCBI_GP:ABG53552.1"
"Tery_4577"	31	66	67	23	63	74	43	"     8.50"	"    10.15"	"    12.28"	"     7.58"	"    11.44"	"    13.26"	"    12.12"	" 3.25"	" 3.48"	" 3.73"	" 3.10"	" 3.64"	" 3.83"	" 3.71"	"Tery_4577"	"gene4621"	"CDS"	7042100	7043542	"+"	"CP000393.1"	"O-antigen polymerase"	"PFAM: O-antigen polymerase~KEGG: ava:Ava_3597 O-antigen polymerase"	"InterPro:IPR007016,NCBI_GP:ABG53553.1"
"Tery_4578"	27	43	43	14	23	14	30	"     7.40"	"     6.61"	"     7.88"	"     4.61"	"     4.18"	"     2.51"	"     8.46"	" 3.07"	" 2.93"	" 3.15"	" 2.49"	" 2.37"	" 1.81"	" 3.24"	"Tery_4578"	"gene4622"	"CDS"	7043863	7044303	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: mac:MA2835 transposase"	"NCBI_GP:ABG53554.1"
