#chromosome	start	end	baseMean_LFe
CP000393.1	5622376	5623290	132.327052543083
CP000393.1	4241744	4242589	138.645142358769
CP000393.1	215800	216867	267.43871421895903
CP000393.1	7350004	7350819	87.41222564895241
CP000393.1	1118945	1120267	1340.75179296764
CP000393.1	1574817	1575638	688.4169129540551
CP000393.1	4532131	4532328	75.79638570806459
CP000393.1	2304394	2305170	172.25579464726601
CP000393.1	5820851	5821168	1103.1870195966198
CP000393.1	6702576	6702854	83.0813541413255
CP000393.1	5995638	5998688	147.358885473589
CP000393.1	943156	944193	1185.8857785349498
CP000393.1	2005048	2005605	1534.50011520107
CP000393.1	5749799	5750809	229.648353953385
CP000393.1	422371	423588	38.00798547049121
CP000393.1	4429769	4430116	14.2800120123989
CP000393.1	4220709	4221551	200.576289791688
CP000393.1	4447185	4448186	72.85887974421
CP000393.1	401387	401554	333.88367217321303
CP000393.1	2838325	2839446	35.3505020886807
CP000393.1	5348974	5350791	19.3581395148484
CP000393.1	5687118	5688737	221.94107646921398
CP000393.1	6074677	6075351	146.982258856737
CP000393.1	1107525	1107776	1217.11842309548
CP000393.1	1725763	1726743	41.3825732893991
CP000393.1	2442462	2442896	48.5105277086827
CP000393.1	3060023	3061867	120.773327476375
CP000393.1	4731692	4734034	244.54341449340401
CP000393.1	5529266	5532559	534.929625139914
CP000393.1	7093356	7094504	906.34395226438
CP000393.1	7234638	7236137	633.470185067331
CP000393.1	7647817	7647987	12.6992086925808
CP000393.1	6016874	6017011	3062.51336489645
CP000393.1	5738385	5738735	72.349809660234
CP000393.1	1241466	1242032	37.1116153192788
CP000393.1	5590599	5590772	72.3353249871232
CP000393.1	1206596	1206904	38.8525814053212
CP000393.1	4663054	4664826	509.91322641936597
CP000393.1	3679663	3680367	361.42186077291495
CP000393.1	3796221	3796706	172.527483549029
CP000393.1	1047480	1048646	262.948555059029
CP000393.1	2601980	2603347	30.4653098985698
CP000393.1	4412470	4413099	703.2555047927741
CP000393.1	5355116	5356810	55.0865106077227
CP000393.1	457720	459648	293.198639660891
CP000393.1	5852706	5853323	184.330970327373
CP000393.1	2264832	2270045	2008.0733995586602
CP000393.1	2603827	2604516	170.694134853351
CP000393.1	2775364	2775552	29.456749787291603
CP000393.1	4095672	4096883	159.10754693076998
CP000393.1	1956658	1956891	19.0849248546157
CP000393.1	2963591	2964661	662.41467352668
CP000393.1	4094670	4094882	1579.68951398002
CP000393.1	2119924	2120148	24.590373729168302
CP000393.1	5957989	5958264	55.0430419372675
CP000393.1	6512089	6513231	408.99173416103105
CP000393.1	599368	599778	46.07719126312039
CP000393.1	5296620	5299337	938.6825172344991
CP000393.1	6136222	6136803	75.1467513829299
CP000393.1	2013421	2013852	32.9554828652733
CP000393.1	6558828	6561368	45.229210602813794
CP000393.1	1377289	1379997	115.12398062004999
CP000393.1	1751417	1752841	160.900090273605
CP000393.1	3938984	3943945	193.57985148724202
CP000393.1	5683138	5684619	639.247569414083
CP000393.1	6192982	6195567	660.376570308874
CP000393.1	339480	340676	42.861873784088296
CP000393.1	3449872	3451476	113.912857954463
CP000393.1	878411	879826	237.958463657424
CP000393.1	880082	881080	84.6965933407371
CP000393.1	2998586	3000205	193.81370789317
CP000393.1	3159119	3160816	218.70244845934602
CP000393.1	3850766	3854815	74.2789295038747
CP000393.1	7231004	7231483	267.498237299039
CP000393.1	6105664	6106587	664.310177848908
CP000393.1	251225	251584	233.267914095486
CP000393.1	5019714	5020295	181.41754219883
CP000393.1	5098445	5099041	100.77495373655898
CP000393.1	5694717	5696072	2109.72851696763
CP000393.1	2390588	2391550	41.4383965076529
CP000393.1	5821580	5821897	1503.81034334358
CP000393.1	6928026	6928343	186.807529327646
CP000393.1	7232029	7233177	4032.7207849842403
CP000393.1	7383467	7383784	116.11568725639201
CP000393.1	2035337	2037400	189.99248796367698
CP000393.1	7233177	7233677	1122.2451202197801
CP000393.1	5952629	5954473	798.718505495006
CP000393.1	1253435	1253749	158.185776645435
CP000393.1	3694669	3694866	69.6293967576414
CP000393.1	3782982	3783746	35.633803829303496
CP000393.1	543311	544138	152.43141857718598
CP000393.1	7080766	7081446	298.773345943171
CP000393.1	1935767	1937014	845.654336495349
CP000393.1	3718065	3719147	226.70959160699402
CP000393.1	5078383	5078529	13.459258992771401
CP000393.1	5923744	5924598	391.69029313301496
CP000393.1	2867932	2869743	374.383289975007
CP000393.1	6274292	6275599	315.767956297402
CP000393.1	663633	663986	585.259876935064
CP000393.1	2198110	2201106	119.532239693313
CP000393.1	5166936	5167727	357.919749999385
CP000393.1	2720539	2721768	83.7647695361968
CP000393.1	17126	20872	403.26359051642504
CP000393.1	6753937	6756696	496.48373393454597
CP000393.1	2132736	2132981	20.832804028756
CP000393.1	3334629	3340364	285.398730582084
CP000393.1	4135837	4136874	223.688099645138
CP000393.1	2802722	2804143	6128.338141855551
CP000393.1	3996352	4002789	412.09503153746806
CP000393.1	6100241	6101284	443.24394877529295
CP000393.1	7486899	7487903	278.531801300471
CP000393.1	2862537	2862935	210.02499281120498
CP000393.1	3349565	3351013	166.804359325148
CP000393.1	3646145	3646465	77.2961823995664
CP000393.1	5221535	5222911	97.0899575224942
CP000393.1	59088	59294	2.5143522444074504
CP000393.1	73849	74169	6.010634413299509
CP000393.1	262109	262288	5.32290949465268
CP000393.1	302330	303367	3.5167710621690698
CP000393.1	309201	310238	8.36467729435284
CP000393.1	358803	359048	7.9131502829474805
CP000393.1	444560	444925	5.694810084317349
CP000393.1	445064	445597	2.8253977700963597
CP000393.1	502599	503360	8.3796513708134
CP000393.1	503552	503686	3.6742185073735
CP000393.1	503708	503887	3.3153200434634704
CP000393.1	503895	504053	5.451608631371711
CP000393.1	546691	547593	5.598171473713981
CP000393.1	603425	603682	4.82631661378004
CP000393.1	664213	664440	8.6734341435566
CP000393.1	831588	832475	6.51891150784024
CP000393.1	832685	833020	9.34015146187811
CP000393.1	867047	867376	1.8775447953584399
CP000393.1	867470	867970	3.94990450797126
CP000393.1	1042907	1043191	5.52714334076088
CP000393.1	1086668	1086862	4.671638808456191
CP000393.1	1165493	1165699	7.37260537981673
CP000393.1	1234183	1234410	3.92314925744295
CP000393.1	1336822	1337058	10.8686744806092
CP000393.1	1346434	1346811	1.8440300664109799
CP000393.1	1349769	1350455	2.96176075665421
CP000393.1	1368592	1368963	6.92629366359504
CP000393.1	1376791	1377237	6.7856774998230005
CP000393.1	1385099	1385314	10.883937652802802
CP000393.1	1481922	1482455	10.538235641214401
CP000393.1	1554577	1554864	4.0575468450628
CP000393.1	1573710	1574747	5.037339392324291
CP000393.1	1889069	1889311	9.63257719233914
CP000393.1	1898433	1899119	11.6789134555685
CP000393.1	1941237	1941443	4.73573606764504
CP000393.1	1954986	1955288	10.4759300402335
CP000393.1	1966691	1966912	3.3673913086026097
CP000393.1	1966978	1967166	3.85813953734839
CP000393.1	1983497	1983685	3.22623816566993
CP000393.1	2030402	2030767	12.378566548204699
CP000393.1	2113051	2113173	4.8191855567205195
CP000393.1	2121204	2121380	2.43745662162369
CP000393.1	2122042	2122728	5.22500269267914
CP000393.1	2135723	2135899	9.7221645221378
CP000393.1	2139381	2139662	3.58143625370535
CP000393.1	2140838	2140963	3.16947691615725
CP000393.1	2171224	2171295	2433.54236252307
CP000393.1	2317702	2317824	8.937278511220981
CP000393.1	2513325	2513828	8.8562371264953
CP000393.1	2513920	2514420	3.2205072558564707
CP000393.1	2679697	2679927	5.58928329049778
CP000393.1	2679934	2680065	4.863175122481559
CP000393.1	2853857	2854648	12.6367649278659
CP000393.1	2855133	2856557	9.294137106279289
CP000393.1	3003398	3003745	9.582692915488321
CP000393.1	3421090	3421593	2.4883740912215098
CP000393.1	3564500	3565069	4.400440350181951
CP000393.1	3565074	3565556	8.11828876375038
CP000393.1	3565607	3566053	4.76209210651085
CP000393.1	3566076	3566405	6.76624032812441
CP000393.1	3734100	3734432	6.187579582586269
CP000393.1	3734579	3734965	3.90675597362683
CP000393.1	3765390	3765740	6.423090795121781
CP000393.1	3884865	3885038	11.222473596328198
CP000393.1	3987412	3987930	5.13437562789747
CP000393.1	4067578	4067835	8.88407447980082
CP000393.1	4306258	4306575	3.24511130812579
CP000393.1	4334286	4334693	7.62375411735988
CP000393.1	4382111	4382491	8.868492825378329
CP000393.1	4526570	4526743	5.75164655346469
CP000393.1	4676243	4676575	4.12576879093469
CP000393.1	4677604	4677885	3.23967095824706
CP000393.1	4763758	4764078	4.65858865832904
CP000393.1	4785801	4785935	2.56376951394102
CP000393.1	4794588	4794974	9.56846402344855
CP000393.1	4891995	4892129	3.85088238114124
CP000393.1	4996789	4997070	8.45519726210714
CP000393.1	5180437	5180688	7.38503874253614
CP000393.1	5478000	5478143	8.685533114345441
CP000393.1	5519764	5520264	5.3254110005393
CP000393.1	5552576	5553262	5.70193721827055
CP000393.1	5625975	5626160	3.2737974515377903
CP000393.1	5640363	5641190	2.8418084953369998
CP000393.1	5703805	5704041	7.251700722707349
CP000393.1	5738129	5738308	6.02284893484525
CP000393.1	6094069	6094296	9.310905186332741
CP000393.1	6240549	6240770	10.178520119078598
CP000393.1	6240866	6241129	5.37351038398328
CP000393.1	6241609	6241860	9.217664674344189
CP000393.1	6243218	6243436	5.27346819993437
CP000393.1	6263146	6264528	6.52685809140276
CP000393.1	6520392	6521513	3.73102944561027
CP000393.1	6542893	6546090	8.477656375637421
CP000393.1	6546670	6547671	8.45205254926852
CP000393.1	6547693	6548094	4.39835815803623
CP000393.1	6563077	6563505	5.4465279410591
CP000393.1	6565065	6565502	1.76022216022021
CP000393.1	6568130	6568774	3.2839298069347698
CP000393.1	6570882	6571466	5.3527828107292095
CP000393.1	6586111	6586902	5.70875799610701
CP000393.1	6599355	6599810	3.63459108582334
CP000393.1	6613275	6613484	3.8906397314272403
CP000393.1	6615312	6615647	9.80058252020284
CP000393.1	6691288	6691452	9.33776165116322
CP000393.1	6691474	6691836	11.599632511168899
CP000393.1	6699295	6699570	3.83165235329287
CP000393.1	6722822	6723061	10.100384948255401
CP000393.1	6863318	6863929	10.979905040641999
CP000393.1	6908611	6909648	12.4789682107788
CP000393.1	7007136	7007270	5.469146378792289
CP000393.1	7175774	7176001	11.1201266368944
CP000393.1	7343290	7344327	5.394581243344799
CP000393.1	7422345	7422590	7.70917711486102
CP000393.1	7424610	7425296	2.83879403547447
CP000393.1	7441040	7441543	3.14508237912007
CP000393.1	7452255	7452590	6.54961427063712
CP000393.1	7468688	7468915	1.76441444080879
CP000393.1	7496494	7497321	4.10508897877811
CP000393.1	7498033	7498209	2.72157225784527
CP000393.1	7498426	7498731	5.3434500461365495
CP000393.1	7501583	7501744	2.95979143460989
CP000393.1	7504662	7504883	7.63507745500799
CP000393.1	7580253	7580687	4.13799656752362
CP000393.1	7591678	7591992	7.393871740674929
CP000393.1	7637807	7638544	8.99677379728917
CP000393.1	7639378	7639842	2.8927724835815
CP000393.1	7639829	7640407	4.26363197755679
CP000393.1	7642521	7643351	6.145691088600151
CP000393.1	7643358	7644101	6.88497633955493
CP000393.1	7656219	7656407	6.282583195554731
CP000393.1	7715002	7715202	3.5500681663967297
