""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"LFe_d5_rep3_RAW"	"LFe_d7_rep1_RAW"	"LFe_d7_rep2_RAW"	"LFe_d7_rep3_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"MFe_d5_rep3_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"LFe_d5_rep3_CPM"	"LFe_d7_rep1_CPM"	"LFe_d7_rep2_CPM"	"LFe_d7_rep3_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"MFe_d5_rep3_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"LFe_d5_rep3_logCPM"	"LFe_d7_rep1_logCPM"	"LFe_d7_rep2_logCPM"	"LFe_d7_rep3_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"MFe_d5_rep3_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2073"	282.15240668446	272.510166826129	292.281440677412	291.307852408171	0.104938908442201	0.175330325245255	0.598521153117184	0.549492248855497	0.773715881050471	252	393	268	238	320	287	278	354	182	323	357	197	"    69.82"	"    61.49"	"    49.80"	"    79.75"	"    54.58"	"    52.90"	"    52.95"	"    50.91"	"    47.53"	"    58.80"	"    65.65"	"    56.21"	" 6.15"	" 5.97"	" 5.67"	" 6.34"	" 5.80"	" 5.75"	" 5.75"	" 5.70"	" 5.60"	" 5.90"	" 6.06"	" 5.84"	"Tery_2073"	"gene2089"	"CDS"	3237753	3238223	"-"	"CP000393.1"	"Cupin 2%2C conserved barrel"	"PFAM: Cupin 2%2C conserved barrel"	"InterPro:IPR013096,NCBI_GP:ABG51314.1"
"Tery_0871"	40.4408136652938	38.0080594420116	42.236211669672	43.51092410748	0.144292373281076	0.24129416450678	0.59799362979216	0.549844183598467	0.773741501976821	29	66	42	22	63	46	32	61	22	53	43	33	"     8.04"	"    10.33"	"     7.80"	"     7.37"	"    10.74"	"     8.48"	"     6.09"	"     8.77"	"     5.75"	"     9.65"	"     7.91"	"     9.42"	" 3.18"	" 3.50"	" 3.14"	" 3.07"	" 3.55"	" 3.24"	" 2.83"	" 3.29"	" 2.75"	" 3.41"	" 3.15"	" 3.38"	"Tery_0871"	"gene877"	"CDS"	1384183	1384845	"-"	"CP000393.1"	"tRNA (guanine-N(7)-)-methyltransferase"	"KEGG: ava:Ava_4784 tRNA (guanine-N(7)-)-methyltransferase~TIGRFAM: tRNA (guanine-N(7)-)-methyltransferase~PFAM: putative methyltransferase"	"InterPro:IPR003358,InterPro:IPR004395,NCBI_GP:ABG50276.1"
"Tery_1077"	166.113346882675	162.730089264012	151.541977103413	187.451231899262	-0.0965036757435669	0.161399816082258	-0.597916887924974	0.549895390832781	0.773741501976821	100	183	202	108	200	214	167	211	116	188	238	134	"    27.71"	"    28.63"	"    37.54"	"    36.19"	"    34.11"	"    39.45"	"    31.81"	"    30.34"	"    30.30"	"    34.23"	"    43.77"	"    38.24"	" 4.84"	" 4.89"	" 5.27"	" 5.22"	" 5.13"	" 5.34"	" 5.04"	" 4.97"	" 4.97"	" 5.14"	" 5.48"	" 5.29"	"Tery_1077"	"gene1083"	"CDS"	1694036	1695550	"-"	"CP000393.1"	"glucose-methanol-choline oxidoreductase"	"PFAM: glucose-methanol-choline oxidoreductase~KEGG: gvi:glr1163 hypothetical protein"	"InterPro:IPR000172,NCBI_GP:ABG50446.1"
"Tery_2250"	47.3994564413369	48.7470565104828	42.9194004894846	49.1843122548975	-0.18067984306792	0.302576360057681	-0.597138001902978	0.55041524786167	0.774201993143427	21	46	73	18	52	68	69	63	42	46	44	49	"     5.82"	"     7.20"	"    13.57"	"     6.03"	"     8.87"	"    12.53"	"    13.14"	"     9.06"	"    10.97"	"     8.37"	"     8.09"	"    13.98"	" 2.77"	" 3.04"	" 3.86"	" 2.81"	" 3.30"	" 3.76"	" 3.82"	" 3.33"	" 3.58"	" 3.23"	" 3.18"	" 3.91"	"Tery_2250"	"gene2270"	"CDS"	3498817	3499671	"-"	"CP000393.1"	"peptidase M48%2C Ste24p"	"PFAM: peptidase M48%2C Ste24p~KEGG: ava:Ava_3305 peptidase M48%2C Ste24p"	"InterPro:IPR001915,NCBI_GP:ABG51479.1"
"Tery_1577"	1582.00509426074	1503.87346589145	1603.58220653061	1716.69123872943	0.0923294506955548	0.154752549606016	0.596626362089777	0.550756866614815	0.77441154382356	1236	2185	1664	950	2330	1746	1515	1878	1043	1722	2332	1130	"   342.47"	"   341.89"	"   309.22"	"   318.31"	"   397.39"	"   321.83"	"   288.56"	"   270.07"	"   272.41"	"   313.50"	"   428.84"	"   322.45"	" 8.42"	" 8.42"	" 8.28"	" 8.32"	" 8.64"	" 8.33"	" 8.18"	" 8.08"	" 8.09"	" 8.30"	" 8.75"	" 8.34"	"Tery_1577"	"gene1585"	"CDS"	2411651	2412274	"-"	"CP000393.1"	"NADH-ubiquinone/plastoquinone oxidoreductase%2C chain 6"	"PFAM: NADH-ubiquinone/plastoquinone oxidoreductase%2C chain 6~KEGG: syn:sll0521 NADH dehydrogenase I subunit 6"	"InterPro:IPR001457,NCBI_GP:ABG50857.1"
"Tery_0764"	476.057931708736	503.003487009304	465.035269534743	433.189483281594	-0.111863360936447	0.187596645160169	-0.596297235704499	0.550976677405169	0.774449735373699	348	667	470	263	459	533	631	667	553	554	494	270	"    96.42"	"   104.37"	"    87.34"	"    88.12"	"    78.28"	"    98.24"	"   120.18"	"    95.92"	"   144.43"	"   100.86"	"    90.84"	"    77.04"	" 6.61"	" 6.72"	" 6.46"	" 6.48"	" 6.31"	" 6.63"	" 6.92"	" 6.60"	" 7.18"	" 6.67"	" 6.52"	" 6.29"	"Tery_0764"	"gene770"	"CDS"	1222758	1223264	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50191.1"
"Tery_0677"	1733.45928738642	1678.86101059436	1787.61689231617	1788.49823604077	0.0913369903523488	0.153270440749274	0.595920452148772	0.551228369543274	0.774532696806698	1228	2540	1990	1026	2296	1868	1583	2225	1472	1914	2539	1032	"   340.25"	"   397.44"	"   369.80"	"   343.78"	"   391.59"	"   344.32"	"   301.51"	"   319.97"	"   384.46"	"   348.46"	"   466.90"	"   294.48"	" 8.41"	" 8.64"	" 8.53"	" 8.43"	" 8.62"	" 8.43"	" 8.24"	" 8.33"	" 8.59"	" 8.45"	" 8.87"	" 8.21"	"Tery_0677"	"gene682"	"CDS"	1108732	1109067	"-"	"CP000393.1"	"glutaredoxin-like protein"	"TIGRFAM: glutaredoxin-like protein~PFAM: glutaredoxin~KEGG: syn:slr1846 monothiol glutaredoxin"	"InterPro:IPR002109,InterPro:IPR004480,NCBI_GP:ABG50114.1"
"Tery_0218"	455.642228139826	446.946194773187	472.970954867116	455.705568145814	0.0831482938511416	0.140016883824554	0.593844767716222	0.552615943431329	0.774587201043913	358	594	543	328	533	401	494	711	323	474	574	318	"    99.19"	"    92.95"	"   100.91"	"   109.90"	"    90.90"	"    73.91"	"    94.09"	"   102.25"	"    84.36"	"    86.30"	"   105.55"	"    90.74"	" 6.65"	" 6.55"	" 6.67"	" 6.79"	" 6.52"	" 6.23"	" 6.57"	" 6.69"	" 6.42"	" 6.45"	" 6.74"	" 6.52"	"Tery_0218"	"gene219"	"CDS"	332920	335472	"-"	"CP000393.1"	"glycogen/starch/alpha-glucan phosphorylases"	"KEGG: gvi:glr0998 glycogen phosphorylase~TIGRFAM: glycogen/starch/alpha-glucan phosphorylases~PFAM: glycosyl transferase%2C family 35"	"InterPro:IPR000811,InterPro:IPR011833,NCBI_GP:ABG49707.1"
"Tery_2158"	113.603890188734	119.346838496893	110.003060415885	105.718823345264	-0.105770386577003	0.177942782077737	-0.594406726375647	0.552240110683571	0.774587201043913	81	152	118	75	140	137	144	121	112	133	121	67	"    22.44"	"    23.78"	"    21.93"	"    25.13"	"    23.88"	"    25.25"	"    27.43"	"    17.40"	"    29.25"	"    24.21"	"    22.25"	"    19.12"	" 4.55"	" 4.63"	" 4.52"	" 4.71"	" 4.64"	" 4.71"	" 4.83"	" 4.20"	" 4.92"	" 4.66"	" 4.54"	" 4.33"	"Tery_2158"	"gene2177"	"CDS"	3368523	3370517	"-"	"CP000393.1"	"protein of unknown function DUF323"	"PFAM: protein of unknown function DUF323~KEGG: ana:alr5360 hypothetical protein"	"InterPro:IPR005532,NCBI_GP:ABG51392.1"
"Tery_2240"	302.312817988547	296.549817738692	273.007220092665	343.14441638414	-0.116999138556479	0.196988504478009	-0.59393891469205	0.552552970056116	0.774587201043913	183	359	335	217	474	329	276	400	169	330	469	233	"    50.71"	"    56.17"	"    62.25"	"    72.71"	"    80.84"	"    60.64"	"    52.57"	"    57.52"	"    44.14"	"    60.08"	"    86.25"	"    66.49"	" 5.69"	" 5.84"	" 5.98"	" 6.20"	" 6.35"	" 5.95"	" 5.74"	" 5.87"	" 5.50"	" 5.93"	" 6.45"	" 6.08"	"Tery_2240"	"gene2260"	"CDS"	3486880	3487341	"-"	"CP000393.1"	"putative signal transduction protein with CBS domains"	"PFAM: CBS domain containing protein~KEGG: ava:Ava_1889 predicted signal transduction protein containing CBS domains"	"InterPro:IPR000644,NCBI_GP:ABG51469.1"
"Tery_2514"	854.489965867354	870.040808423479	827.146530759718	850.731715862739	-0.0723293710851902	0.121590807149589	-0.594858877745632	0.551937807156151	0.774587201043913	633	1019	956	525	969	1011	938	1134	811	1015	837	661	"   175.39"	"   159.45"	"   177.65"	"   175.91"	"   165.26"	"   186.35"	"   178.66"	"   163.08"	"   211.82"	"   184.79"	"   153.92"	"   188.62"	" 7.46"	" 7.33"	" 7.48"	" 7.47"	" 7.38"	" 7.55"	" 7.49"	" 7.36"	" 7.73"	" 7.54"	" 7.28"	" 7.57"	"Tery_2514"	"gene2536"	"CDS"	3881068	3882018	"+"	"CP000393.1"	"NAD-dependent epimerase/dehydratase"	"PFAM: NAD-dependent epimerase/dehydratase 3-beta hydroxysteroid dehydrogenase/isomerase  Male sterility-like~KEGG: ava:Ava_3228 3-beta hydroxysteroid dehydrogenase/isomerase"	"InterPro:IPR001509,InterPro:IPR002198,InterPro:IPR002225,InterPro:IPR008089,InterPro:IPR013120,NCBI_GP:ABG51720.1"
"Tery_2886"	202.147247165962	199.991043714194	213.45267360363	195.154227631832	0.0830645526735895	0.13978829013969	0.594216815947768	0.552367106981325	0.774587201043913	182	257	224	122	204	217	233	332	156	222	221	140	"    50.43"	"    40.21"	"    41.63"	"    40.88"	"    34.79"	"    40.00"	"    44.38"	"    47.74"	"    40.74"	"    40.42"	"    40.64"	"    39.95"	" 5.68"	" 5.37"	" 5.41"	" 5.39"	" 5.16"	" 5.36"	" 5.50"	" 5.61"	" 5.38"	" 5.37"	" 5.38"	" 5.36"	"Tery_2886"	"gene2908"	"CDS"	4495869	4496225	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2667 hypothetical protein"	"NCBI_GP:ABG52057.1"
"Tery_3322"	354.976937412844	368.154427946475	336.603545321949	346.995348436478	-0.127476297425476	0.214282125150437	-0.594899352132063	0.551910750381941	0.774587201043913	251	424	391	233	306	451	477	451	339	477	258	283	"    69.55"	"    66.34"	"    72.66"	"    78.07"	"    52.19"	"    83.13"	"    90.85"	"    64.86"	"    88.54"	"    86.84"	"    47.44"	"    80.75"	" 6.14"	" 6.07"	" 6.20"	" 6.31"	" 5.73"	" 6.39"	" 6.52"	" 6.04"	" 6.48"	" 6.46"	" 5.60"	" 6.35"	"Tery_3322"	"gene3350"	"CDS"	5096954	5098195	"+"	"CP000393.1"	"lipid-A-disaccharide synthase"	"KEGG: ava:Ava_0098 lipid-A-disaccharide synthase~TIGRFAM: lipid-A-disaccharide synthase~PFAM: glycosyl transferase%2C family 19"	"InterPro:IPR003835,NCBI_GP:ABG52425.1"
"Tery_5003"	22.5912615786251	20.5767131028807	23.364262065239	25.8473580435002	0.19980321103886	0.336280678859276	0.594156083295144	0.552407722952451	0.774587201043913	11	35	32	11	41	17	20	28	15	20	41	17	"     3.05"	"     5.48"	"     5.95"	"     3.69"	"     6.99"	"     3.13"	"     3.81"	"     4.03"	"     3.92"	"     3.64"	"     7.54"	"     4.85"	" 2.02"	" 2.70"	" 2.80"	" 2.23"	" 3.00"	" 2.05"	" 2.27"	" 2.33"	" 2.30"	" 2.21"	" 3.09"	" 2.55"	"Tery_5003"	"gene5048"	"CDS"	7644229	7645377	"+"	"CP000393.1"	"phosphonate metabolism protein PhnM"	"TIGRFAM: phosphonate metabolism protein PhnM~PFAM: amidohydrolase  Amidohydrolase 3~KEGG: tbd:Tbd_2290 amidohydrolase-like protein"	"InterPro:IPR006680,InterPro:IPR011550,InterPro:IPR012696,InterPro:IPR013108,NCBI_GP:ABG53917.1"
"Tery_3362"	189.360967535028	194.064203091564	241.238564843375	128.076899113607	0.312738950524048	0.527380250899821	0.593004667866213	0.553178028347176	0.774865151217006	259	225	229	52	107	149	305	223	337	147	109	114	"    71.76"	"    35.21"	"    42.56"	"    17.42"	"    18.25"	"    27.46"	"    58.09"	"    32.07"	"    88.02"	"    26.76"	"    20.04"	"    32.53"	" 6.19"	" 5.18"	" 5.44"	" 4.20"	" 4.27"	" 4.83"	" 5.88"	" 5.05"	" 6.48"	" 4.80"	" 4.40"	" 5.07"	"Tery_3362"	"gene3391"	"CDS"	5159222	5159455	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:asr0690 unknown protein"	"NCBI_GP:ABG52464.1"
"Tery_3408"	987.797542984466	1000.45244628171	925.555409907553	1024.72986946689	-0.111640492094142	0.188272720530606	-0.592972214878009	0.553199747261893	0.774865151217006	729	1202	987	836	1394	1075	884	1430	585	1025	1380	684	"   201.99"	"   188.08"	"   183.41"	"   280.12"	"   237.75"	"   198.15"	"   168.37"	"   205.64"	"   152.79"	"   186.61"	"   253.77"	"   195.18"	" 7.67"	" 7.56"	" 7.53"	" 8.14"	" 7.90"	" 7.64"	" 7.40"	" 7.69"	" 7.26"	" 7.55"	" 7.99"	" 7.62"	"Tery_3408"	"gene3437"	"CDS"	5218020	5219663	"+"	"CP000393.1"	"Na-Ca exchanger/integrin-beta4"	"PFAM: Hemolysin-type calcium-binding region Na-Ca exchanger/integrin-beta4~KEGG: ava:Ava_1804 hypothetical protein"	"InterPro:IPR001343,InterPro:IPR003644,NCBI_GP:ABG52509.1"
"Tery_4971"	546.598914813707	584.16202850788	545.483909806479	472.587692432592	-0.0978630589852528	0.1653686420836	-0.591787280540041	0.553993041635324	0.775706035309648	378	665	695	340	603	663	687	835	521	580	388	406	"   104.74"	"   104.05"	"   129.15"	"   113.92"	"   102.84"	"   122.21"	"   130.85"	"   120.08"	"   136.07"	"   105.59"	"    71.35"	"   115.85"	" 6.72"	" 6.72"	" 7.02"	" 6.84"	" 6.70"	" 6.94"	" 7.04"	" 6.92"	" 7.10"	" 6.74"	" 6.18"	" 6.87"	"Tery_4971"	"gene5016"	"CDS"	7581799	7590924	"-"	"CP000393.1"	"peptidase-like"	"PFAM: peptidase-like~KEGG: gvi:gll1277 unknown protein"	"InterPro:IPR007280,NCBI_GP:ABG53885.1"
"Tery_3492"	115.106379805226	116.841644468199	108.708671976657	118.03355830785	-0.104805378240486	0.17740658563068	-0.5907637411988	0.554678732640445	0.776395719085859	78	170	103	70	152	124	121	198	82	163	122	74	"    21.61"	"    26.60"	"    19.14"	"    23.45"	"    25.92"	"    22.86"	"    23.05"	"    28.47"	"    21.42"	"    29.68"	"    22.43"	"    21.12"	" 4.50"	" 4.79"	" 4.33"	" 4.61"	" 4.75"	" 4.58"	" 4.59"	" 4.88"	" 4.49"	" 4.94"	" 4.55"	" 4.47"	"Tery_3492"	"gene3522"	"CDS"	5383438	5383896	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3972 hypothetical protein"	"NCBI_GP:ABG52582.1"
"Tery_4993"	194.924919794481	201.452000271371	188.339221223022	188.45645741216	-0.089915958706249	0.152356884662225	-0.590166692536358	0.555078899925858	0.776685408180282	118	298	201	123	238	206	214	350	151	204	213	142	"    32.70"	"    46.63"	"    37.35"	"    41.21"	"    40.59"	"    37.97"	"    40.76"	"    50.33"	"    39.44"	"    37.14"	"    39.17"	"    40.52"	" 5.07"	" 5.57"	" 5.26"	" 5.40"	" 5.38"	" 5.28"	" 5.38"	" 5.68"	" 5.34"	" 5.25"	" 5.33"	" 5.38"	"Tery_4993"	"gene5038"	"CDS"	7635217	7636134	"+"	"CP000393.1"	"phosphonate ABC transporter%2C periplasmic phosphonate-binding protein"	"TIGRFAM: phosphonate ABC transporter%2C periplasmic phosphonate-binding protein~KEGG: tbd:Tbd_2300 phosphonate-binding periplasmic protein"	"InterPro:IPR005770,NCBI_GP:ABG53907.1"
"Tery_0506"	60.8235193192881	62.7355495538038	58.1001102334615	59.7228679360835	-0.110567867881808	0.188312423021609	-0.587151214495924	0.557102153891929	0.777510662913468	49	78	55	43	68	65	70	89	53	78	59	42	"    13.58"	"    12.20"	"    10.22"	"    14.41"	"    11.60"	"    11.98"	"    13.33"	"    12.80"	"    13.84"	"    14.20"	"    10.85"	"    11.98"	" 3.87"	" 3.72"	" 3.49"	" 3.95"	" 3.66"	" 3.70"	" 3.84"	" 3.79"	" 3.89"	" 3.93"	" 3.57"	" 3.70"	"Tery_0506"	"gene510"	"CDS"	808988	809668	"+"	"CP000393.1"	"protein of unknown function DUF124"	"PFAM: protein of unknown function DUF124~KEGG: hch:HCH_01584 hypothetical protein"	"InterPro:IPR002838,NCBI_GP:ABG49961.1"
"Tery_0813"	23.814169812431	21.6478974587399	25.2138563591099	26.7470279731344	0.188056351776712	0.320535785569508	0.586693780360859	0.557409385700651	0.777510662913468	19	27	33	11	19	38	20	40	13	29	21	26	"     5.26"	"     4.22"	"     6.13"	"     3.69"	"     3.24"	"     7.00"	"     3.81"	"     5.75"	"     3.40"	"     5.28"	"     3.86"	"     7.42"	" 2.65"	" 2.39"	" 2.83"	" 2.23"	" 2.08"	" 3.00"	" 2.27"	" 2.76"	" 2.14"	" 2.65"	" 2.28"	" 3.07"	"Tery_0813"	"gene819"	"CDS"	1289781	1291256	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1625 hypothetical protein"	"NCBI_GP:ABG50229.1"
"Tery_1433"	112.345957314867	112.642802626398	103.084071369261	121.014152637411	-0.115368178656092	0.196448270160956	-0.587270015468028	0.557022375707948	0.777510662913468	58	170	114	68	153	125	108	181	82	112	170	82	"    16.07"	"    26.60"	"    21.18"	"    22.78"	"    26.09"	"    23.04"	"    20.57"	"    26.03"	"    21.42"	"    20.39"	"    31.26"	"    23.40"	" 4.09"	" 4.79"	" 4.47"	" 4.57"	" 4.76"	" 4.59"	" 4.43"	" 4.76"	" 4.49"	" 4.42"	" 5.01"	" 4.61"	"Tery_1433"	"gene1440"	"CDS"	2167779	2168330	"+"	"CP000393.1"	"integral membrane protein"	"KEGG: sco:SCO5432 integral membrane protein"	"NCBI_GP:ABG50729.1"
"Tery_1767"	173.320629727598	174.839808179743	185.15838960639	158.444512944517	0.090861440224521	0.154754221705951	0.587133838566077	0.557113822782564	0.777510662913468	127	241	225	113	179	214	194	237	147	179	144	137	"    35.19"	"    37.71"	"    41.81"	"    37.86"	"    30.53"	"    39.45"	"    36.95"	"    34.08"	"    38.39"	"    32.59"	"    26.48"	"    39.09"	" 5.18"	" 5.27"	" 5.42"	" 5.28"	" 4.98"	" 5.34"	" 5.25"	" 5.13"	" 5.30"	" 5.07"	" 4.78"	" 5.33"	"Tery_1767"	"gene1777"	"CDS"	2689465	2689677	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:asr2896 hypothetical protein"	"NCBI_GP:ABG51027.1"
"Tery_3456"	1057.45749996096	1109.59485547182	1012.91332321985	997.72696568034	-0.129536656953738	0.220495246444571	-0.587480496938069	0.556881045165254	0.777510662913468	455	1674	1288	531	1372	1441	1113	1357	1125	1132	1101	736	"   126.07"	"   261.94"	"   239.35"	"   177.92"	"   234.00"	"   265.61"	"   211.99"	"   195.15"	"   293.83"	"   206.09"	"   202.47"	"   210.02"	" 6.99"	" 8.04"	" 7.91"	" 7.48"	" 7.88"	" 8.06"	" 7.73"	" 7.62"	" 8.20"	" 7.69"	" 7.67"	" 7.72"	"Tery_3456"	"gene3486"	"CDS"	5281815	5282210	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_1650 hypothetical protein"	"NCBI_GP:ABG52548.1"
"Tery_3798"	113.441771049086	115.904197483348	106.677377623227	115.28131160642	-0.129738439582441	0.221094378673775	-0.586801167721547	0.557337252469727	0.777510662913468	91	139	103	72	202	111	110	168	76	139	160	59	"    25.21"	"    21.75"	"    19.14"	"    24.12"	"    34.45"	"    20.46"	"    20.95"	"    24.16"	"    19.85"	"    25.31"	"    29.42"	"    16.84"	" 4.71"	" 4.51"	" 4.33"	" 4.65"	" 5.15"	" 4.42"	" 4.46"	" 4.65"	" 4.38"	" 4.72"	" 4.93"	" 4.16"	"Tery_3798"	"gene3834"	"CDS"	5836695	5839820	"+"	"CP000393.1"	"small GTP-binding protein"	"KEGG: ava:Ava_1493 small GTP-binding protein domain~TIGRFAM: small GTP-binding protein~PFAM: leucine-rich repeat Miro-like~SMART: Leucine-rich repeat%2C typical subtype"	"InterPro:IPR001611,InterPro:IPR001806,InterPro:IPR003591,InterPro:IPR005225,InterPro:IPR013684,NCBI_GP:ABG52843.1"
"Tery_3933"	119.646568673507	110.80454020318	123.259089453089	133.718104834577	0.153152628979498	0.260600672556063	0.587690843148344	0.556739822902632	0.777510662913468	121	154	101	102	159	103	99	148	66	154	195	67	"    33.53"	"    24.10"	"    18.77"	"    34.18"	"    27.12"	"    18.99"	"    18.86"	"    21.28"	"    17.24"	"    28.04"	"    35.86"	"    19.12"	" 5.11"	" 4.65"	" 4.31"	" 5.14"	" 4.81"	" 4.32"	" 4.31"	" 4.48"	" 4.19"	" 4.86"	" 5.20"	" 4.33"	"Tery_3933"	"gene3971"	"CDS"	6079121	6080560	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1557 hypothetical protein"	"NCBI_GP:ABG52964.1"
"Tery_4513"	200.609351443743	185.511395178503	203.530881186214	227.883734231753	0.14010849750554	0.238317376659712	0.587907182721288	0.55659459502532	0.777510662913468	110	276	282	107	216	290	176	198	162	266	183	207	"    30.48"	"    43.19"	"    52.40"	"    35.85"	"    36.84"	"    53.45"	"    33.52"	"    28.47"	"    42.31"	"    48.43"	"    33.65"	"    59.07"	" 4.98"	" 5.47"	" 5.74"	" 5.20"	" 5.24"	" 5.77"	" 5.11"	" 4.88"	" 5.44"	" 5.63"	" 5.11"	" 5.91"	"Tery_4513"	"gene4557"	"CDS"	6964326	6964580	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53498.1"
"Tery_4773"	5772.72558611887	5815.44518029844	5309.71335206434	6150.29863181425	-0.131052428052232	0.223038001992815	-0.587578918755082	0.556814964541708	0.777510662913468	3703	8038	5413	4645	8714	5241	5262	8505	3793	5459	9737	3616	"  1026.02"	"  1257.73"	"  1005.90"	"  1556.39"	"  1486.19"	"   966.04"	"  1002.23"	"  1223.08"	"   990.66"	"   993.86"	"  1790.56"	"  1031.83"	"10.00"	"10.30"	" 9.98"	"10.60"	"10.54"	" 9.92"	" 9.97"	"10.26"	" 9.95"	" 9.96"	"10.81"	"10.01"	"Tery_4773"	"gene4817"	"CDS"	7335838	7336233	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: syf:Synpcc7942_0843 hypothetical protein"	"NCBI_GP:ABG53726.1"
"Tery_0249"	129.302045088629	125.459191003748	135.054675020006	131.235123327015	0.0948414043886089	0.162284464685325	0.584414562247284	0.558941431724987	0.779377230501023	103	179	146	63	140	125	144	226	107	136	151	101	"    28.54"	"    28.01"	"    27.13"	"    21.11"	"    23.88"	"    23.04"	"    27.43"	"    32.50"	"    27.95"	"    24.76"	"    27.77"	"    28.82"	" 4.88"	" 4.86"	" 4.81"	" 4.47"	" 4.64"	" 4.59"	" 4.83"	" 5.07"	" 4.86"	" 4.69"	" 4.85"	" 4.90"	"Tery_0249"	"gene251"	"CDS"	390886	392010	"-"	"CP000393.1"	"putative RNA methylase"	"PFAM: putative RNA methylase THUMP~KEGG: gvi:glr4041 hypothetical protein"	"InterPro:IPR000241,InterPro:IPR002052,InterPro:IPR004114,NCBI_GP:ABG49735.1"
"Tery_4082"	956.605659374978	898.444072725402	945.220701087806	1084.3137909613	0.0743869921136454	0.127446084527866	0.583674205364707	0.559439524848661	0.779801279435374	619	1284	1147	544	1270	1022	904	1259	673	1076	1371	786	"   171.51"	"   200.91"	"   213.15"	"   182.28"	"   216.60"	"   188.38"	"   172.18"	"   181.05"	"   175.77"	"   195.89"	"   252.12"	"   224.29"	" 7.43"	" 7.66"	" 7.74"	" 7.52"	" 7.77"	" 7.57"	" 7.44"	" 7.51"	" 7.47"	" 7.62"	" 7.98"	" 7.82"	"Tery_4082"	"gene4121"	"CDS"	6300673	6301437	"+"	"CP000393.1"	"phage shock protein A%2C PspA"	"PFAM: PspA/IM30~KEGG: syf:Synpcc7942_0794 membrane-associated 30 kD protein-like"	"InterPro:IPR007157,NCBI_GP:ABG53091.1"
"Tery_2269"	19.8534180965683	17.683871097767	20.6272756141998	23.4186545765394	0.204252778785967	0.35045187473429	0.582826897247533	0.560009836191962	0.780325664295213	14	26	26	7	19	21	13	37	18	42	22	10	"     3.88"	"     4.07"	"     4.83"	"     2.35"	"     3.24"	"     3.87"	"     2.48"	"     5.32"	"     4.70"	"     7.65"	"     4.05"	"     2.85"	" 2.29"	" 2.34"	" 2.54"	" 1.74"	" 2.08"	" 2.28"	" 1.80"	" 2.66"	" 2.51"	" 3.11"	" 2.34"	" 1.95"	"Tery_2269"	"gene2289"	"CDS"	3535618	3535845	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51497.1"
"Tery_0598"	617.012950074919	614.955169889465	658.120670924673	580.020789596072	0.0952046705887037	0.163609721477388	0.581901061434552	0.560633325509968	0.780923759026359	535	812	713	300	628	588	774	1019	591	650	618	447	"   148.24"	"   127.06"	"   132.50"	"   100.52"	"   107.11"	"   108.38"	"   147.42"	"   146.54"	"   154.36"	"   118.34"	"   113.65"	"   127.55"	" 7.22"	" 7.00"	" 7.06"	" 6.67"	" 6.76"	" 6.77"	" 7.21"	" 7.20"	" 7.28"	" 6.90"	" 6.84"	" 7.01"	"Tery_0598"	"gene603"	"CDS"	961521	963302	"+"	"CP000393.1"	"protein of unknown function DUF262"	"PFAM: protein of unknown function DUF262~KEGG: ana:all4179 unknown protein"	"InterPro:IPR004919,NCBI_GP:ABG50042.1"
